,cust_id,count_accts,cm_age,flag_top_ed_spender,flag_cust_fee_paid_6m,pre6m_cust_spend,pre6m_cust_roc_cnt,pre6m_cust_non_disc_amt,pre6m_cust_non_disc_cnt,pre6m_cust_disc_amt,pre6m_cust_disc_cnt,pre6m_cust_outbound_amt,pre6m_cust_online_amt,pre6m_cust_online_cnt,pre6m_cust_travel_amt,pre6m_cust_travel_cnt,pre6m_cust_retail_amt,pre6m_cust_retail_cnt,pre6m_cust_myca_active,pre6m_cust_mob_logins,pre6m_total_mc_trs,acq_sub_chn,acq_type_grp,fee_type_grp,Cust_tenure,pre6m_spend_active_ind,highly_utilized_ind,min_pay_ind,paid_in_full_ind,sum_total_line_amt,direct_debit_ind,referrals,spillover,self_accts,Customer Low Quality indicator,cdss_most_rcnt_prob,cust_max_credit_12m_amt,cust_max_remit_12m_amt,cbr_3_score,cnsumr_chrg_actv_cust_cnt,cnsumr_chrg_avg_credit_12m_amt,cnsumr_lend_actv_cust_cnt,cnsumr_lend_tot_util_ratio,sow_revol_avg_paydown_pct,sow_tot_annual_ext_pmt_amt,sow_tot_revol_bal_amt,sow_tot_revol_cnt,sow_tot_trans_bal_amt,sow_tot_trans_cnt
3040,573026,2,37,1.0,0,717.0,112,268.0,26,449.0,86,100.0,285.0,132,8.0,2,387.0,32,5,9,58,Partner,external,no_fee,3.0,1.0,0.0,0.0,1.0,31400,1.0,0.0,0.0,0.0,0.0,0.0,259.0,259.0,1258.0,0.0,,2.0,0.017065,0.0,,,0.0,,0.0
3041,573027,1,50,0.0,0,2341,262,962.0,94,1379,168,404.0,1392,344,17.0,2,2029,228,3,3,37,Affiliates,external,reduced_fee,5.0,1.0,0.0,0.0,1.0,47333,0.0,1.0,1.0,0.0,0.0,0.0,806.0,673.0,1376.0,0.0,,1.0,0.012537999999999999,0.2141,4400,1065,3.0,113.0,4.0
3042,573028,1,34,0.0,0,2328,180,206.0,48,2122,132,104.0,1734,192,924.0,30,603.0,102,4,4,6.0,Unreferred,spillover,no_fee,19.0,1.0,0.0,0.0,1.0,10133,0.0,0.0,0.0,0.0,0.0,0.0,469.0,467.0,1099.0,0.0,,1.0,0.168595,0.0,4192,,0.0,176.0,2.0
3043,573029,1,47,0.0,1,,0,,0,,0,,,0,,0,,0,4,6,51.0,Unreferred,external,reduced_fee,13.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,54285,54285,1304.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0
3044,573030,1,38,1.0,0,2442,598,692.0,202,1750,396,378.0,532.0,36,1010,258,1177,240,5,5,11.0,Partner,external,no_fee,9.0,1.0,0.0,0.0,1.0,32000,0.0,0.0,0.0,0.0,0.0,0.0,429.0,429.0,963.0,0.0,,1.0,0.144788,0.0,1133,,0.0,23.0,2.0
3045,573031,1,37,0.0,0,449.0,90,231.0,44,218.0,46,53.0,242.0,80,7.0,4,289.0,62,4,5,5,MGM,external,no_fee,2.0,1.0,0.0,0.0,0.0,6667,1.0,0.0,0.0,0.0,0.0,0.001,12.0,,1049.0,0.0,,1.0,0.118708,0.0,,,0.0,,0.0
3046,573032,2,42,1.0,0,4622,890,1116,274,3507,616,1446,1864,248,1372,70,1650,376,15,163,3,Unreferred,spillover,no_fee,30.0,1.0,0.0,0.0,1.0,48400,0.0,2.0,1.0,0.0,0.0,0.0,936.0,930.0,1255.0,0.0,19.0,2.0,0.063653,0.0,,,0.0,,0.0
3047,573033,1,42,0.0,0,521.0,68,418.0,54,102.0,14,,126.0,28,,0,313.0,48,3,3,15,Affiliates,external,no_fee,2.0,1.0,0.0,0.0,0.0,8000,1.0,0.0,0.0,0.0,0.0,0.0,,,1235.0,0.0,,1.0,0.073313,0.0,,,0.0,,0.0
3048,573034,2,57,1.0,0,9773,1154,2358,364,7415,790,2709,1748,420,1310,156,3964,544,9,13,105.0,In House,others,full_fee,145.0,1.0,0.0,0.0,0.0,46400,0.0,0.0,0.0,0.0,0.0,0.0,1671,1613,1102.0,1.0,1241,1.0,-0.00035,0.0835,3079,1538,2.0,,0.0
3049,573035,1,37,0.0,0,3315,674,670.0,144,2645,530,56.0,1045,156,562.0,114,551.0,152,5,5,2.0,,,no_fee,68.0,1.0,0.0,0.0,1.0,56000,0.0,0.0,0.0,0.0,0.0,0.0,792.0,741.0,1323.0,0.0,209.0,1.0,-0.00534,0.0,,,0.0,,0.0
3050,573036,1,44,1.0,0,7032,1504,2275,470,4758,1034,268.0,2285,496,672.0,278,2333,570,9,75,29,Unreferred,external,full_fee,60.0,1.0,0.0,0.0,1.0,90400,0.0,0.0,0.0,0.0,0.0,0.0,3418,2873,1308.0,0.0,,1.0,0.01004,0.0,1288,,0.0,32.0,2.0
3051,573037,1,50,1.0,0,2148,230,1430,118,719.0,112,280.0,583.0,172,8.0,2,1752,190,4,4,12.0,Unreferred,external,reduced_fee,36.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,448.0,448.0,1308.0,1.0,272.0,0.0,0.0,0.01,160.0,799.0,2.0,,0.0
3052,573038,1,31,1.0,0,2931,566,778.0,196,2153,370,388.0,704.0,128,565.0,96,991.0,170,0,0,7.0,Unreferred,external,no_fee,12.0,1.0,0.0,0.0,1.0,48000,1.0,0.0,0.0,0.0,0.0,0.0,562.0,562.0,1300.0,0.0,,1.0,0.07794,0.0,735.0,,0.0,4.0,2.0
3053,573039,1,38,0.0,0,4865,1298,1576,498,3289,800,240.0,1539,172,1875,468,2010,564,4,4,46.0,MGM,spillover,full_fee,10.0,1.0,1.0,0.0,1.0,7667,1.0,0.0,0.0,0.0,0.0,0.0,1159,1106,944.0,0.0,,1.0,0.34086,0.0,,,0.0,,0.0
3054,573040,1,35,0.0,0,690.0,66,35.0,8,655.0,58,273.0,400.0,72,250.0,18,113.0,26,5,8,5.0,MGM,external,no_fee,17.0,1.0,0.0,0.0,1.0,4000,1.0,0.0,0.0,0.0,0.0,0.001,258.0,258.0,1114.0,0.0,,1.0,0.28576999999999997,0.0,,,0.0,,0.0
3055,573041,1,29,1.0,0,5044,576,1885,272,3160,304,135.0,1617,340,105.0,24,3488,388,6,17,9.0,MGM,external,no_fee,11.0,1.0,0.0,0.0,1.0,24400,0.0,0.0,0.0,0.0,0.0,0.008,1770,1770,1137.0,0.0,,1.0,0.184444,0.01,19.0,945.0,2.0,,0.0
3056,573042,1,29,0.0,0,1201,72,36.0,8,1164,64,103.0,222.0,20,13.0,2,853.0,24,5,9,11,Affiliates,external,no_fee,5.0,1.0,0.0,0.0,1.0,3333,1.0,0.0,0.0,0.0,0.0,0.001,240.0,240.0,942.0,0.0,,1.0,0.57133,0.0,,,0.0,,0.0
3057,573043,1,39,1.0,1,4430,584,2650,322,1781,262,592.0,897.0,292,125.0,10,3150,426,0,0,2,MGM,external,full_fee,29.0,1.0,0.0,0.0,0.0,44000,0.0,1.0,0.0,0.0,0.0,0.0,759.0,759.0,1243.0,0.0,,1.0,0.0036560000000000004,0.0,,,0.0,,0.0
3058,573044,1,57,0.0,0,637.0,86,491.0,56,146.0,30,73.0,120.0,48,,0,507.0,68,0,0,35,MGM,external,no_fee,4.0,1.0,0.0,0.0,1.0,2667,0.0,0.0,0.0,0.0,0.0,0.004,189.0,189.0,957.0,0.0,,1.0,0.33739,0.0,,,0.0,,0.0
3059,573045,1,45,1.0,0,2598,308,685.0,156,1913,152,72.0,842.0,148,604.0,26,570.0,158,8,28,115.0,In House,others,no_fee,63.0,1.0,0.0,0.0,0.0,106000,1.0,0.0,0.0,0.0,0.0,0.001,1365,1365,1289.0,0.0,,1.0,0.0020210000000000002,0.01,3640,2288,2.0,,0.0
3060,573046,1,45,0.0,0,1248,132,636.0,104,613.0,28,47.0,328.0,28,108.0,12,908.0,100,7,30,82,Affiliates,spillover,reduced_fee,7.0,1.0,0.0,0.0,0.0,11800,0.0,0.0,0.0,0.0,0.0,0.0,550.0,550.0,1353.0,0.0,104.0,1.0,0.007962,0.0,3788,,0.0,363.0,2.0
3061,573047,1,30,0.0,0,129.0,32,24.0,12,104.0,20,45.0,41.0,4,24.0,14,65.0,14,4,5,2,Affiliates,external,no_fee,1.0,0.0,0.0,0.0,0.0,3333,0.0,0.0,0.0,0.0,0.0,0.0,,,976.0,0.0,,1.0,0.01658,0.0,,,0.0,,0.0
3062,573048,2,49,0.0,1,12008,372,679.0,78,11330,294,1835,6754,268,1434,44,5913,246,15,269,21,MGM,external,reduced_fee,12.0,1.0,0.0,0.0,0.0,50800,0.0,0.0,0.0,0.0,0.0,0.0,3822,3625,1296.0,1.0,1484,1.0,0.196292,0.0,,,0.0,,0.0
3063,573049,1,38,1.0,0,1764,172,508.0,86,1256,86,,919.0,32,925.0,14,627.0,116,0,0,35,MGM,external,no_fee,8.0,1.0,0.0,0.0,1.0,32000,0.0,0.0,0.0,0.0,0.0,0.0,496.0,496.0,1289.0,0.0,,1.0,0.005775,0.0,544.0,,0.0,,2.0
3064,573050,1,31,0.0,0,1366,210,223.0,46,1144,164,319.0,283.0,36,78.0,36,318.0,80,5,5,23,Direct,external,reduced_fee,4.0,1.0,0.0,0.0,1.0,8000,1.0,0.0,0.0,0.0,0.0,0.0,329.0,329.0,1296.0,0.0,,1.0,0.13798,0.0,,,0.0,,0.0
3065,573051,1,35,1.0,0,4908,536,1614,232,3294,304,329.0,2067,172,259.0,32,1445,172,4,6,8.0,Partner,external,no_fee,3.0,1.0,0.0,0.0,0.0,14400,0.0,0.0,0.0,0.0,0.0,0.006999999999999999,1203,1149,1087.0,0.0,,1.0,0.5293899999999999,0.0,,,0.0,,0.0
3066,573052,1,42,0.0,0,1164,84,337.0,48,827.0,36,7.0,60.0,4,,0,640.0,58,4,4,55,MGM,external,reduced_fee,3.0,1.0,0.0,0.0,1.0,16000,0.0,1.0,0.0,0.0,0.0,0.0,604.0,604.0,1133.0,0.0,,1.0,0.085972,0.0,,,0.0,,0.0
3067,573053,1,39,0.0,0,5070,442,602.0,120,4468,322,2029,994.0,104,2763,68,1240,156,0,0,41.0,Affiliates,external,no_fee,18.0,1.0,0.0,0.0,1.0,32000,1.0,0.0,0.0,0.0,0.0,0.0,1552,1552,1308.0,0.0,,1.0,0.144976,0.0,,,0.0,,0.0
3068,573054,1,41,1.0,1,3851,398,1098,134,2754,264,520.0,2180,336,648.0,36,2285,258,5,7,97.0,MGM,external,reduced_fee,16.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,799.0,799.0,1346.0,1.0,418.0,0.0,0.0,0.0,,,0.0,,0.0
3069,573055,1,27,0.0,0,945.0,262,217.0,122,727.0,140,284.0,621.0,208,260.0,6,468.0,154,6,7,14,MGM,external,full_fee,9.0,1.0,0.0,0.0,1.0,22000,0.0,1.0,0.0,0.0,0.0,0.0,516.0,457.0,1323.0,0.0,,1.0,0.008109,0.0,512.0,,0.0,28.0,2.0
3070,573056,1,64,0.0,0,3159,38,22.0,2,3137,36,,3033,52,3052,30,108.0,8,9,20,18.0,MGM,external,full_fee,8.0,1.0,0.0,0.0,1.0,26400,0.0,1.0,0.0,0.0,0.0,0.0,1394,1388,1353.0,0.0,,1.0,0.0,0.0,,,0.0,,0.0
3071,573057,2,53,1.0,0,8828,336,2951,162,5877,174,1540,2165,84,4114,68,3023,134,5,7,79,MGM,spillover,reduced_fee,153.0,1.0,0.0,0.0,1.0,100000,1.0,7.0,5.0,0.0,0.0,0.001,1837,1837,1099.0,1.0,111.0,1.0,0.05914199999999999,0.0366,10882,8471,5.0,206.0,2.0
3072,573058,1,46,1.0,0,4496,1434,2360,960,2137,474,40.0,1519,276,698.0,94,2479,1026,8,20,32,In House,others,no_fee,38.0,1.0,0.0,0.0,0.0,79333,0.0,0.0,0.0,0.0,0.0,0.0,2265,2170,1255.0,0.0,,1.0,0.0134,0.1677,8769,360.0,3.0,67.0,3.0
3073,573059,1,36,1.0,0,9841,736,1671,258,8171,478,896.0,2678,232,3982,164,2962,196,8,17,30.0,Affiliates,external,no_fee,17.0,1.0,0.0,0.0,1.0,36000,1.0,0.0,0.0,0.0,0.0,0.0,1560,1560,1228.0,0.0,,1.0,0.519197,0.0,,,0.0,,0.0
3074,573060,3,39,1.0,1,7119,196,6453,102,666.0,94,142.0,560.0,112,7.0,2,602.0,154,6,15,74,MGM,spillover,full_fee,8.0,1.0,0.0,0.0,1.0,54400,1.0,1.0,1.0,1.0,0.0,0.0,4422,4422,944.0,0.0,,2.0,0.011817,0.0,,,0.0,,0.0
3075,573061,1,35,0.0,0,2366,142,744.0,72,1622,70,702.0,1298,88,367.0,16,1440,92,4,4,35,MGM,external,full_fee,9.0,1.0,0.0,0.0,1.0,32800,1.0,1.0,0.0,0.0,0.0,0.0,709.0,709.0,1327.0,0.0,,1.0,0.055057,0.0665,490.0,848.0,2.0,,0.0
3076,573062,2,67,1.0,0,921.0,330,621.0,292,301.0,38,46.0,372.0,76,,0,583.0,310,15,117,40,MGM,spillover,no_fee,7.0,1.0,0.0,0.0,1.0,28600,0.0,0.0,0.0,0.0,0.0,0.0,266.0,254.0,1296.0,0.0,,2.0,0.004714,0.0,605.0,,0.0,107.0,2.0
3077,573063,1,39,1.0,0,3752,876,703.0,362,3049,514,267.0,1405,168,1212,226,1230,420,0,0,7.0,Unreferred,external,no_fee,36.0,1.0,0.0,0.0,1.0,21333,1.0,0.0,0.0,0.0,0.0,0.0,1263,1263,1277.0,0.0,,1.0,0.139848,0.0,921.0,,0.0,,0.0
3078,573064,1,31,1.0,0,6829,944,1710,294,5120,650,2780,1296,400,2088,206,2339,354,5,6,78.0,Unreferred,external,no_fee,27.0,1.0,0.0,0.0,0.0,18000,0.0,0.0,0.0,0.0,0.0,0.0,1299,1231,1216.0,0.0,,1.0,0.000266,0.0,,,0.0,,0.0
3079,573065,1,30,0.0,0,1772,128,498.0,58,1274,70,304.0,805.0,48,517.0,24,507.0,58,3,3,25,MGM,external,reduced_fee,3.0,1.0,0.0,0.0,0.0,9000,0.0,0.0,0.0,0.0,0.0,0.0,739.0,739.0,1152.0,0.0,,1.0,0.0,0.0,,,0.0,,0.0
3080,573066,1,50,1.0,0,3678,170,538.0,62,3140,108,212.0,2129,124,1701,18,1430,96,4,4,16,In House,others,full_fee,2.0,1.0,0.0,0.0,1.0,10667,1.0,0.0,0.0,0.0,0.0,0.0,1594,1527,1239.0,0.0,,1.0,0.33521799999999996,0.0,,,0.0,,0.0
3081,573067,1,45,1.0,0,4282,530,1184,192,3098,338,1551,1029,256,1486,54,1714,254,0,0,6.0,Unreferred,external,no_fee,26.0,1.0,0.0,0.0,1.0,47600,1.0,1.0,0.0,0.0,0.0,0.0,1185,1185,1323.0,0.0,,1.0,0.031488999999999996,0.0,,,0.0,,0.0
3082,573068,2,52,0.0,0,5693,260,3200,182,2494,78,54.0,52.0,16,23.0,10,4527,194,7,7,3,Media,spillover,reduced_fee,16.0,1.0,0.0,0.0,1.0,30533,1.0,2.0,0.0,0.0,0.0,0.0,1676,1572,1293.0,0.0,,2.0,0.2257,0.0,8316,,0.0,301.0,4.0
3083,573069,2,52,0.0,1,6341,642,1176,184,5165,458,1765,3554,632,662.0,64,4058,386,0,0,104.0,Unreferred,spillover,full_fee,194.0,1.0,0.0,0.0,1.0,66800,1.0,0.0,0.0,0.0,0.0,0.0,1361,1286,1376.0,0.0,,2.0,0.059583000000000004,0.0,12413,,0.0,52.0,3.0
3084,573070,2,74,1.0,1,5359,590,2044,148,3316,442,1206,2320,528,185.0,56,3027,350,11,33,29.0,MGM,spillover,full_fee,39.0,1.0,0.0,0.0,1.0,65200,1.0,0.0,0.0,0.0,0.0,0.0,1237,1123,1372.0,0.0,6.0,2.0,0.07671900000000001,0.0,4608,,0.0,793.0,2.0
3085,573071,1,33,1.0,0,6554,1082,1136,230,5418,852,1347,2251,512,1953,316,2805,400,4,4,5,Unreferred,spillover,full_fee,38.0,1.0,0.0,0.0,1.0,40400,1.0,0.0,0.0,0.0,0.0,0.0,1120,1095,1323.0,0.0,,1.0,0.349508,0.0,,,0.0,,0.0
3086,573072,3,29,1.0,0,6280,694,1023,156,5257,538,1064,3822,736,1563,114,1162,158,9,12,10.0,MGM,external,reduced_fee,13.0,1.0,0.0,0.0,0.0,18933,0.0,0.0,0.0,0.0,0.0,0.032,1054,1054,1178.0,0.0,,3.0,0.06154199999999999,0.0,20.0,,0.0,20.0,2.0
3087,573073,1,35,0.0,0,2166,582,531.0,180,1636,402,445.0,976.0,244,1061,232,750.0,228,5,20,18.0,Unreferred,external,no_fee,9.0,1.0,0.0,0.0,1.0,4000,0.0,1.0,0.0,0.0,0.0,0.004,435.0,435.0,964.0,0.0,,1.0,0.54266,0.0,,,0.0,,0.0
3088,573074,1,41,0.0,0,,0,,0,,0,,,0,,0,,0,0,0,0,MGM,external,reduced_fee,1.0,0.0,0.0,0.0,0.0,10000,0.0,0.0,0.0,0.0,0.0,0.004,,,1109.0,0.0,,1.0,0.0,0.0,,,0.0,,0.0
3089,573075,1,36,0.0,0,1113,34,24.0,2,1090,32,567.0,725.0,40,150.0,12,337.0,10,4,4,12.0,MGM,external,no_fee,39.0,1.0,0.0,0.0,0.0,52000,0.0,0.0,0.0,0.0,0.0,0.0,373.0,369.0,1357.0,0.0,,1.0,0.06915299999999999,0.0,,,0.0,,0.0
3090,573076,1,42,0.0,0,6370,46,5593,38,777.0,8,54.0,218.0,8,,0,5977,24,0,0,6,Affiliates,external,no_fee,3.0,1.0,0.0,0.0,0.0,6600,0.0,0.0,0.0,0.0,0.0,0.0,3756,3756,1300.0,0.0,,1.0,0.0,0.0,,,0.0,,0.0
3091,573077,1,33,1.0,0,,0,,0,,0,,,0,,0,,0,0,0,0,MGM,external,reduced_fee,1.0,0.0,0.0,0.0,0.0,12000,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,0.0,0.0,,,0.0,,0.0
3092,573078,1,38,0.0,0,5199,74,266.0,14,4934,60,112.0,4450,64,8.0,2,602.0,22,0,0,626.0,MGM,external,full_fee,71.0,1.0,1.0,0.0,0.0,69600,0.0,0.0,0.0,0.0,0.0,0.052000000000000005,4824,4824,933.0,0.0,,1.0,0.8566379999999999,0.0187,6815,10796,3.0,,0.0
3093,573079,1,39,0.0,1,20337,742,1973,198,18365,544,4381,10724,428,8590,246,5541,294,9,152,50,Unreferred,external,full_fee,63.0,1.0,0.0,0.0,0.0,200000,0.0,5.0,0.0,0.0,0.0,0.0,4472,4440,1053.0,0.0,,1.0,0.000789,0.0257,1321,103.0,2.0,19.0,2.0
3094,573080,1,37,1.0,0,5569,710,1147,206,4422,504,95.0,2483,216,1772,290,1356,238,5,6,38,MGM,spillover,reduced_fee,8.0,1.0,0.0,0.0,1.0,52000,1.0,2.0,1.0,0.0,0.0,0.0,1079,927.0,1327.0,0.0,,1.0,0.089776,0.0,,,0.0,,0.0
3095,573081,1,36,1.0,0,8172,1144,483.0,256,7689,888,3802,1516,228,5350,486,1068,326,8,29,69.0,MGM,external,no_fee,24.0,1.0,0.0,0.0,1.0,58133,1.0,1.0,0.0,0.0,0.0,0.0,1939,1923,1178.0,0.0,,1.0,0.160948,0.0,,,0.0,,0.0
3096,573082,1,42,1.0,0,9159,1070,2113,270,7047,800,1472,3196,352,1976,334,3999,458,0,0,59,MGM,external,full_fee,37.0,1.0,0.0,0.0,0.0,56000,0.0,1.0,1.0,0.0,0.0,0.0,1945,1896,1350.0,0.0,,1.0,0.0070599999999999994,0.0,,,0.0,,0.0
3097,573083,1,35,1.0,0,4349,1106,871.0,268,3478,838,647.0,1880,516,999.0,346,1026,290,5,9,52.0,MGM,external,reduced_fee,11.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.055,923.0,923.0,897.0,1.0,509.0,0.0,0.0,0.0,,,0.0,,0.0
3098,573084,2,33,0.0,0,1425,228,494.0,90,931.0,138,125.0,476.0,96,164.0,10,613.0,118,0,0,30,Unreferred,external,no_fee,10.0,1.0,0.0,0.0,1.0,60000,1.0,0.0,0.0,0.0,0.0,0.0,371.0,371.0,1258.0,0.0,,2.0,0.008374,0.0,,,0.0,,0.0
3099,573085,1,65,1.0,1,5243,346,2570,164,2674,182,531.0,334.0,60,815.0,50,2387,146,8,10,154.0,MGM,spillover,full_fee,9.0,1.0,0.0,0.0,1.0,34000,0.0,0.0,0.0,0.0,0.0,0.001,1225,1142,896.0,0.0,,1.0,0.23125500000000002,0.0,,,0.0,,0.0
3100,573086,1,47,0.0,0,3650,684,564.0,142,3086,542,1399,1832,568,1378,146,1635,326,4,11,50.0,Unreferred,external,full_fee,71.0,1.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.001,652.0,644.0,1163.0,1.0,394.0,0.0,0.0,0.0249,673.0,2357,2.0,,0.0
3101,573087,1,37,1.0,0,864.0,144,46.0,16,818.0,128,487.0,383.0,128,302.0,62,461.0,68,4,4,15,Unreferred,spillover,no_fee,38.0,1.0,0.0,0.0,1.0,52000,0.0,1.0,0.0,0.0,0.0,0.001,976.0,976.0,1247.0,0.0,,1.0,0.02044,0.0168,504.0,2307,3.0,3.0,2.0
3102,573088,1,36,0.0,0,6266,402,3603,154,2663,248,776.0,1391,120,67.0,14,5084,196,9,28,29.0,MGM,external,no_fee,26.0,1.0,0.0,0.0,1.0,46400,1.0,0.0,0.0,0.0,0.0,0.0,1130,1125,1323.0,0.0,,1.0,0.43260299999999996,0.0,100.0,,0.0,13.0,2.0
3103,573089,2,39,1.0,1,3679,636,836.0,276,2843,360,598.0,1551,228,815.0,52,1473,344,5,5,19.0,Unreferred,external,reduced_fee,17.0,1.0,0.0,0.0,1.0,45600,1.0,1.0,1.0,0.0,0.0,0.0,888.0,867.0,1057.0,0.0,,2.0,0.041520999999999995,0.0,,,0.0,,0.0
3104,573090,1,51,1.0,0,7395,696,5657,212,1739,484,349.0,670.0,252,148.0,64,5716,274,9,56,16.0,Partner,external,no_fee,9.0,1.0,1.0,0.0,1.0,30000,0.0,0.0,0.0,0.0,0.0,0.0,2652,2652,1300.0,0.0,,1.0,0.189076,0.0,7410,,0.0,93.0,2.0
3105,573091,1,40,0.0,0,,0,,0,,0,,,0,,0,,0,0,0,0,MGM,external,full_fee,8.0,0.0,0.0,0.0,1.0,40000,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,1285.0,0.0,,1.0,0.0,0.0,1738,,0.0,,2.0
3106,573092,1,32,1.0,0,2472,210,279.0,82,2193,128,383.0,1654,76,1273,22,569.0,100,4,4,18,Paid Search,external,reduced_fee,6.0,1.0,0.0,0.0,0.0,32000,0.0,0.0,0.0,0.0,0.0,0.0,464.0,460.0,951.0,0.0,,1.0,0.000343,0.0,,,0.0,,0.0
3107,573093,1,42,0.0,0,1139,402,374.0,54,766.0,348,74.0,146.0,40,110.0,124,352.0,68,3,3,22,Affiliates,external,no_fee,3.0,1.0,1.0,0.0,1.0,2000,0.0,0.0,0.0,0.0,0.0,0.0,219.0,186.0,1296.0,0.0,,1.0,0.60453,0.0,,,0.0,,0.0
3108,573094,2,38,1.0,1,6512,936,1219,194,5292,742,569.0,4834,984,1145,270,2661,474,15,457,33.0,In House,others,full_fee,18.0,1.0,0.0,0.0,0.0,52000,0.0,0.0,0.0,0.0,0.0,0.0,1407,1206,1251.0,0.0,,2.0,0.021131999999999998,0.0,,,0.0,,0.0
3109,573095,1,34,1.0,0,9002,1016,947.0,176,8055,840,1091,3181,204,2979,246,2554,264,7,11,34,MGM,external,no_fee,6.0,1.0,0.0,0.0,1.0,40000,0.0,2.0,0.0,0.0,0.0,0.0,2699,2699,1125.0,0.0,,1.0,0.100533,0.0,9212,,0.0,860.0,2.0
3110,573096,1,34,0.0,0,5745,1050,1322,366,4423,684,262.0,3024,488,2081,348,2240,480,9,84,60,In House,others,no_fee,20.0,1.0,0.0,0.0,1.0,45400,1.0,0.0,0.0,0.0,0.0,0.0,2344,2273,1353.0,0.0,,1.0,0.10712100000000001,0.0,1083,,0.0,171.0,2.0
3111,573097,2,74,1.0,0,9976,500,5830,392,4146,108,252.0,1282,56,1696,12,7402,442,15,41,72,MGM,spillover,full_fee,19.0,1.0,0.0,0.0,0.0,58000,0.0,0.0,0.0,0.0,0.0,0.0,2344,2344,1353.0,0.0,,2.0,0.052902,0.0,,,0.0,,0.0
3112,573098,1,40,1.0,1,6753,272,1745,108,5008,164,39.0,325.0,56,27.0,4,5214,156,6,20,126,In House,others,full_fee,4.0,1.0,0.0,0.0,1.0,40000,1.0,0.0,0.0,0.0,0.0,0.0,3181,3154,1072.0,0.0,,1.0,0.140666,0.0,,,0.0,,0.0
3113,573099,1,46,0.0,1,24019,506,3200,66,20821,440,648.0,14086,832,1894,20,8681,162,9,20,9,MGM,external,full_fee,27.0,1.0,0.0,0.0,1.0,77733,1.0,0.0,0.0,0.0,0.0,0.0,6373,6364,1312.0,0.0,,1.0,0.650066,0.0,20440,,0.0,1950,3.0
3114,573100,5,64,1.0,1,4326,350,957.0,114,3369,236,1287,1790,236,1921,56,1406,134,33,1893,290,Interactive,spillover,reduced_fee,6.0,1.0,0.0,0.0,1.0,87333,1.0,5.0,5.0,5.0,0.0,0.001,2016,1620,1216.0,1.0,118.0,3.0,0.001353,0.0,9567,,0.0,437.0,3.0
3115,573101,3,36,1.0,1,9899,1070,1119,360,8780,710,1537,6009,328,1015,230,3254,460,21,411,110,Direct,spillover,reduced_fee,30.0,1.0,0.0,0.0,1.0,57200,1.0,0.0,0.0,0.0,0.0,0.0,2341,2341,1232.0,0.0,80.0,3.0,0.190914,0.01,14887,2086,2.0,1250,4.0
3116,573102,1,45,0.0,1,5342,150,63.0,14,5279,136,2322,3211,112,4136,40,1050,78,6,7,212.0,In House,others,full_fee,94.0,1.0,0.0,0.0,0.0,,1.0,2.0,1.0,0.0,0.0,0.0,2533,2008,1350.0,1.0,584.0,0.0,0.0,0.0,8971,,0.0,708.0,2.0
3117,573103,1,30,0.0,0,593.0,168,64.0,40,529.0,128,29.0,40.0,32,407.0,40,124.0,62,4,4,4.0,MGM,external,reduced_fee,2.0,1.0,0.0,0.0,0.0,13333,1.0,0.0,0.0,0.0,0.0,0.01,2.0,,0.0,0.0,,1.0,0.086707,0.0,,,0.0,,0.0
3118,573104,1,59,0.0,0,1481,92,243.0,2,1238,90,210.0,1238,180,,0,374.0,46,4,6,9.0,MGM,external,full_fee,1.0,0.0,0.0,0.0,0.0,6667,0.0,0.0,0.0,0.0,0.0,0.004,,,1249.0,0.0,,1.0,0.071689,0.0,,,0.0,,0.0
3119,573105,1,35,0.0,0,7889,244,1660,44,6229,200,1872,3503,264,2122,42,3058,134,5,7,57.0,Unreferred,external,no_fee,77.0,1.0,0.0,0.0,0.0,42533,0.0,0.0,0.0,0.0,0.0,0.0,2433,2291,1372.0,0.0,,1.0,0.0,0.0,1043,,0.0,,2.0
3120,573106,1,35,1.0,0,9997,1336,1555,358,8442,978,3123,3615,336,3348,422,2777,470,6,8,73.0,Unreferred,external,no_fee,47.0,1.0,0.0,0.0,1.0,45200,0.0,1.0,0.0,0.0,0.0,0.0,2285,2285,1251.0,0.0,,1.0,0.003274,0.0,,,0.0,,0.0
3121,573107,1,60,0.0,0,276.0,56,250.0,52,26.0,4,,,0,,0,147.0,28,4,21,1,MGM,spillover,full_fee,5.0,0.0,0.0,0.0,1.0,6400,0.0,1.0,1.0,0.0,0.0,0.0,748.0,747.0,1365.0,0.0,110.0,1.0,0.041526,0.0,,,0.0,,0.0
